trip_id	start_time	end_time	start_pos_lng	start_pos_lat	end_pos_lng	end_pos_lat
780313	1619885181	1619886921	13.424182	52.52404	13.431263	52.487263
780314	1619909960	1619911462	13.431263	52.487263	13.465645	52.51804
778097	1619925080	1619926520	13.362336	52.498186	13.339055	52.526137
778371	1619877561	1619880141	13.333446	52.524434	13.433427	52.499785
779255	1619853380	1619853981	13.353762	52.47884	13.34103	52.48492
779256	1619871142	1619871922	13.341327	52.484884	13.363621	52.476858
781462	1619909601	1619910202	13.434994	52.504658	13.415511	52.5133
796775	1619871201	1619871742	13.433638	52.531172	13.427339	52.545094
784745	1619871801	1619872282	13.45425	52.488863	13.452246	52.481382
784746	1619873541	1619874560	13.452246	52.481382	13.44111	52.500167
784747	1619876120	1619876721	13.44111	52.500167	13.417459	52.499458
784748	1619894783	1619895334	13.415371	52.495054	13.430028	52.485992
785224	1619894843	1619895260	13.428636	52.480404	13.42298	52.477226
785225	1619896461	1619897072	13.42298	52.477226	13.442753	52.480588
790099	1619882301	1619884701	13.377316	52.53932	13.322849	52.497753
790414	1619890580	1619891961	13.440343	52.496591	13.463694	52.488276
780697	1619862562	1619863941	13.463388	52.508142	13.444898	52.479578
783118	1619849302	1619850742	13.341795	52.48331	13.299844	52.505628
783119	1619869160	1619871441	13.299844	52.505628	13.345632	52.482697
783120	1619881221	1619883441	13.345632	52.482697	13.438551	52.495018
783701	1619876301	1619876905	13.465169	52.519173	13.458999	52.5104
789528	1619896401	1619897361	13.438499	52.487867	13.445312	52.499138
794051	1619897962	1619900360	13.408716	52.48222	13.361856	52.447187
794377	1619867732	1619869340	13.376144	52.50993	13.340519	52.505382
798698	1619868441	1619869340	13.344145	52.502942	13.380079	52.497192
798699	1619872221	1619873121	13.380079	52.497192	13.344145	52.502942
778682	1619871742	1619872400	13.369652	52.534756	13.388781	52.547738
778683	1619893880	1619895141	13.389142	52.547658	13.412569	52.543929
792922	1619859921	1619860761	13.390274	52.509421	13.367516	52.502785
792923	1619864848	1619865200	13.367516	52.502785	13.373514	52.503126
792924	1619870362	1619871801	13.373514	52.503126	13.407807	52.489138
793572	1619872641	1619874560	13.401084	52.522325	13.44111	52.500167
793850	1619879840	1619880681	13.465178	52.50759	13.427901	52.517089
793851	1619904621	1619905640	13.427615	52.517185	13.429738	52.491268
782824	1619875580	1619878821	13.50469	52.51516	13.43133	52.468196
787464	1619889261	1619891061	13.479364	52.515903	13.428506	52.484373
788018	1619866703	1619867242	13.322704	52.508627	13.313168	52.500013
788493	1619902161	1619904502	13.443149	52.542742	13.488618	52.512446
792640	1619867481	1619869941	13.367066	52.532422	13.342234	52.502004
